0,1,2,3,4,5,6,7,8,ID
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,2756706
terroso,humo,cuero,ciruela,mora,fruta negra,roble,tabaco,chocolate,10244
cereza,algodón de azúcar,,mora,,,frutos del bosque,,,7648828
cereza,frambuesa,terroso,terroso,hongo,suelo del bosque,roble,mantequilla,cedro,2846166
cuero,minerales,humo,fresa,cereza,grosella roja,vainilla,tabaco,roble,94877
cereza,frambuesa,,arándano rojo deshidratado,,,pimienta,,,1202906
higo,,,fresa,,,pimienta,,,7010677
cereza,frambuesa,guinda,suelo del bosque,hongo,,mermelada,,,7524874
cereza,cereza roja,nuez negra,café,vainilla,,hongo,cítrico,,7408186
chocolate,,,polvo de vainilla,,,polvo de vainilla,,,2261567
terroso,suelo del bosque,,roble,tabaco,cedro,cereza,frutos rojos,tofi,1301332
mezcla de especias para vino caliente,,,aceite balsámico,cuero,,cereza negra,mora,ciruela,10758981
roble,tabaco,chocolate,cereza,frambuesa,cereza,cuero,terroso,aceite balsámico,6284
hongo,terroso,cuero,cereza,frutos rojos,tofi,roble,cedro,cigarro,1213414
roble,chocolate,café,cuero,minerales,,regaliz,menta,pimiento,1176257
cereza,frutos rojos,tofi,terroso,hongo,cuero,roble,tabaco,vainilla,1190644
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12067598
fruta negra,mora,ciruela,chocolate,nuez moscada,,regaliz,menta,,9744620
cuero,terroso,alquitrán,tabaco,vainilla,roble,cereza,frambuesa,fruta seca,1165352
cereza,frambuesa,fresa,terroso,cuero,humo,roble,vainilla,clavo de olor,7025
cereza,arándano rojo, ,cuero,hongo,alquitrán,chocolate,roble,café,1168697
frambuesa,cereza,fruta seca,cacao,suelo del bosque,,roble,vainilla,chocolate,10115678
roble,chocolate,vainilla,cuero,humo,aceite balsámico,cereza,frutos rojos,tofi,93553
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,6643459
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,10688365
roble,vainilla,cedro,mora,casis,casis,cuero,terroso,humo,1145382
cuero,alquitrán,hierro,tabaco,roble,vainilla,cereza,fresa,frambuesa,15250
cereza,frambuesa,cereza,roble,cedro,tabaco,terroso,cuero,alquitrán,1507924
roble,tabaco,cedro,cuero,carne de caza,humo,mora,cereza negra,frambuesa,1125957
alquitrán,aceite balsámico,,roble,chocolate amargo,,casis,mora,frutos del bosque,6348060
frambuesa,cereza,fruta seca,roble,chocolate amargo,,cuero,minerales,queso,1549419
frambuesa,cereza roja,,clavo de olor,canela,,terroso,,,7251722
roble,clavo de olor,tofi,casis,cereza negra,fresa,cuero,especias exóticas,,9814
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1828449
arándano rojo,grosella roja,,minerales,piedra,sal,caramelo,chocolate,roble,5290631
cereza,frambuesa,fresa,roble,vainilla,chocolate,terroso,suelo del bosque,,45494
roble,tabaco,vainilla,cereza,frambuesa,fresa,cuero,terroso,humo,1222072
tabaco,roble,vainilla,aceite balsámico,cuero,,fruta negra,casis,mora,1591090
cereza negra,,,regaliz,,,cuero,,,1971409
cereza,frambuesa,fruta seca,roble,vainilla,tabaco,suelo del bosque,hierro,,1155376
cereza,fresa,arándano,cuero,terroso,piedra,mezcla de especias para vino caliente,,,73543
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1605398
frambuesa,cereza,fruta seca,cuero,terroso,hongo,clavo de olor,roble,uva,24154
minerales,terroso,piedra,cereza,frambuesa,fruta seca,higo,pasas de uva negras,,8105935
arándano rojo,frambuesa,,roble,vainilla,,mora,,,6403123
fruta negra,ceniza,,humo,,,polvo de vainilla,,,8039569
tabaco,vainilla,chocolate,ciruela,mora,fruta negra,cuero,terroso,aceite balsámico,5097
cereza,frutos rojos,uva,suelo del bosque,cuero,,roble,vainilla,,1652578
fresa,cereza,frambuesa,cuero,hongo,terroso,roble,vainilla,tabaco,1612834
mantequilla,caramelo, ,cítrico,limón,,ciruela pasa,,,1467189
cereza,frutos rojos,rosa seca,cuero,terroso,humo,roble,tabaco,café,5378357
fresa,cereza,frambuesa,terroso,suelo del bosque,,café,roble,vainilla,1108461
roble,vainilla,tabaco,ciruela,mora,casis,cuero,terroso,humo,1174700
chocolate,tabaco,roble,mora,ciruela,cereza Bing,cereza,frutos rojos,,5210241
roble,chocolate,café,ciruela,mora,arándano,frambuesa,cereza roja,,2020575
cuero,terroso,grafito,chocolate amargo,café,,cereza,frambuesa,cereza,1828790
fresa,cereza,frutos rojos,arándano,cereza negra,,pimienta,tomillo,regaliz,5311302
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11875037
cereza,frambuesa,fresa,terroso,cuero,hongo,roble,nuez moscada,tiza,1480693
ciruela,mora,arándano,chocolate,café,tabaco,cuero,suelo del bosque,,10633326
roble,chocolate,tabaco,cuero,hongo,alquitrán,frutos del bosque,mora,,1165763
frambuesa,fresa,frutos rojos,pimienta,regaliz,carne,cuero,humo,aceite balsámico,1487559
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11473611
terroso,cuero,hongo,cereza,frutos rojos,tofi,tabaco,vainilla,roble,2369993
frambuesa,cereza,arándano,terroso,cuero,suelo del bosque,vainilla,chocolate,,2886300
cuero,terroso,hongo,cereza,frambuesa,fruta seca,cedro,tabaco,chocolate,4901381
cereza,frambuesa,fruta seca,menta,hierbas secas,uva,cuero,terroso,minerales,6090906
cuero,terroso,humo,tabaco,roble,vainilla,cereza,frutos rojos,tofi,95902
cereza,fresa,frambuesa,fruta negra,ciruela,rosa seca,humo,terroso,cuero,16971
chocolate,roble,cedro,mora,casis,,cereza,frambuesa,fruta seca,3320427
cítrico,pomelo,limón,fruta negra,,,frambuesa,,,5876910
hongo,tiza,terroso,cereza negra,mora,casis,cereza,fresa,,7709323
vainilla,chocolate,roble,cereza,frutos rojos,uva,ciruela,mora,mermelada,6874886
aceite balsámico,cuero,,regaliz,anís,canela,roble,chocolate,vainilla,1645963
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,6322973
vainilla,chocolate amargo,,fruta negra,casis,,virutas,,,8186362
cereza,fresa,frambuesa,tabaco,vainilla,roble,terroso,aceite balsámico,,1169116
roble,vainilla,chocolate,cereza,frutos rojos,tofi,ciruela,mora,frutos rojos,15385
mora,ciruela,fruta negra,chocolate,tabaco,roble,cereza,frambuesa,cereza,1211129
cereza negra,mora,casis,aceite balsámico,carne,,cereza,frambuesa,,1563017
roble,vainilla,tabaco,mora,frutos del bosque,,cuero,terroso,cacao,5653186
roble,tabaco,café,ciruela,cereza negra, ,cereza,frambuesa,fruta seca,1391224
grosella roja,,,polvo de vainilla,,,polvo de vainilla,,,1653338
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11105504
cereza,frutos rojos,tofi,cuero,carne de caza, ,bebida cola,roble,caucho,3984086
mora,ciruela,fruta negra,cereza,frutos rojos,tofi,cuero,terroso,minerales,1125482
cereza,frutos rojos,tofi,ciruela,fruta negra,mora,roble,chocolate,vainilla,1161258
roble,tabaco,vainilla,cuero,terroso,humo,cereza,frutos rojos,tofi,1236733
cereza negra,casis,carne,cereza roja, ,,cedro,chocolate,roble,6370937
ciruela,arándano,cereza,fresa,frambuesa,fresa,tabaco,vainilla,cedro,1614016
cereza,fresa,frambuesa,roble,vainilla,chocolate,ciruela pasa,pasas de uva negras,,7233691
roble,vainilla,chocolate,ciruela,mora,fruta negra,cereza,frutos rojos,tofi,1145808
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1602024
cereza,frambuesa,granada,roble,vainilla,,casis,frutos del bosque,,5257890
ciruela,,,cereza,fresa,,tomate,,,9007271
cereza,,,polvo de vainilla,,,polvo de vainilla,,,6268248
roble,vainilla,tabaco,frutos del bosque,cereza,,frambuesa,cereza,cereza,1211100
fruta negra,frambuesa,,carne de caza,cuero,,cereza roja,,,7092153
mora,,,polvo de vainilla,,,polvo de vainilla,,,6123141
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12202600
cereza,frambuesa,terroso,piedra,,,polvo de vainilla,,,2029640
roble,vainilla,tabaco,mora,fruta negra,ciruela,terroso,cuero,minerales,1200102
ciruela,cereza negra, ,roble,tabaco,vainilla,cuero,humo,cacao,7573091
pizarra,minerales,cuero,vainilla,roble,chocolate,cereza,frambuesa,fresa,3782529
frutos rojos,arándano,,menta,,,virutas,,,11070656
ciruela,mora,fruta negra,roble,vainilla,chocolate,cereza,fresa,frutos rojos,88295
cereza,frambuesa,cereza,tabaco,vainilla,roble,cuero,terroso,grafito,9446087
mora,frutos del bosque,,terroso,cuero,aceite balsámico,pimienta,regaliz,anís,2685785
roble,vainilla,chocolate,ciruela,fruta negra,mora,humo,cuero,terroso,1915993
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,9079041
roble,cedro,,terroso,minerales,,fruta negra,,,84027
vainilla,roble,chocolate,ciruela,mora,frutos rojos,cereza,frutos rojos,tofi,1514442
chocolate,café,chocolate,fruta negra,ciruela,mora,aceite balsámico,terroso,,7270566
mora,ciruela,mermelada,terroso,grafito,cacao,pimienta,menta,hierbas,4953257
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12037774
cereza,frambuesa,arándano,ruibarbo,,,cítrico,,,8558742
roble,tabaco,,polvo de vainilla,,,polvo de vainilla,,,11210944
vainilla,roble,chocolate,mora,ciruela,casis,cuero,terroso,chocolate,1394719
roble,vainilla,tabaco,cuero,terroso,humo,ciruela,mora,frutos rojos,1316128
roble,vainilla,tabaco,mora,ciruela,cereza Bing,cuero,terroso,humo,1234198
mora,casis,ciruela,queso,aceite balsámico,,cereza,frambuesa,,1255666
roble,vainilla,café,ciruela,fruta negra,uva,cereza,frutos rojos,tofi,2368535
roble,tabaco,chocolate,cuero,aceite balsámico,,mora,fruta negra,casis,2836526
roble,tabaco,vainilla,ciruela,cereza negra, ,cereza,frutos rojos,rosa seca,6290696
casis,mora,ciruela,chocolate,roble,chocolate,pimienta,canela,eucalipto,1290197
roble,chocolate,vainilla,frutos del bosque,mora,,cuero,terroso,humo,2055561
roble,vainilla,chocolate,ciruela,mora,fruta negra,terroso,cuero,humo,2600424
cereza,fresa,frambuesa,mora,ciruela,cereza Bing,terroso,cuero,minerales,2535393
cereza,frambuesa,fruta seca,roble,tabaco,chocolate,ciruela,cereza negra, ,2519588
vainilla,chocolate,roble,cereza,fresa,frutos rojos,ciruela,mora,mermelada,2375106
cereza,frutos rojos,tofi,roble,vainilla,tabaco,mora,cereza negra,ciruela,1379154
cereza,frambuesa,cereza,cereza negra,casis,,terroso,,,1316539
roble,vainilla,chocolate,mora,ciruela,fruta negra,cuero,humo,terroso,4399827
cereza,cereza roja,fresa,roble,chocolate,cacao,cereza negra,ciruela, ,1871279
vainilla,chocolate,roble,cereza,arándano rojo, ,ciruela,mora,casis,1154162
grosella roja,arándano,,ciruela,fruta negra,mora,roble,café,,1154640
mora,cereza negra,ciruela,cedro,café,bebida cola,fresa madura,cereza,tofi,11041253
terroso,cuero,humo,roble,tabaco,chocolate,casis,casis,fruta negra,1145728
frutos rojos,cereza,tofi,terroso,aceite balsámico,,ciruela,cereza negra, ,3782511
cereza,frutos rojos,tofi,pizarra,terroso,piedra,ciruela,mora,fruta negra,3782524
roble,vainilla,mantequilla,cereza,frambuesa,terroso,ciruela,arándano,fruta seca,6988678
cereza,arándano rojo, ,chocolate amargo,roble,,cereza negra,frambuesa,,1283169
ciruela,mora,cereza Bing,cereza,frambuesa,granada,roble,vainilla,tabaco,1587762
vainilla,roble,chocolate,frutos rojos,cereza,tofi,cereza negra,ciruela, ,6026357
roble,vainilla,chocolate,mora,frutos del bosque,,minerales,terroso,cuero,1153733
fresa,cereza,frutos rojos,mermelada,fruta negra,,roble,café,vainilla,1996477
ciruela,fruta negra,tofi,roble,caramelo,vainilla,cereza,fresa,,9085167
vainilla,roble,almizcle,cereza,frutos rojos,tofi,terroso,hongo,carne,1253518
arándano,cereza negra,,arándano rojo,cereza, ,roble,chocolate,vainilla,1168093
roble,vainilla,tabaco,ciruela,frutos del bosque,,cereza,frutos rojos,tofi,6907091
mermelada,ciruela,,frutos rojos,fresa,,virutas,,,1968629
mora,casis,ciruela,roble,vainilla,tabaco,cuero,humo,terroso,43234
roble,vainilla,chocolate,mora,ciruela,fruta negra,cereza,frutos rojos,tofi,1218601
fruta negra,mora,casis,cereza,cereza roja,fresa,roble,chocolate,,9001498
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,7149619
terroso,,,queso,,,fresa madura,grafito,,2277648
cereza,frutos rojos,tofi,pimienta verde,pimiento,,roble,vainilla,,1693615
cereza,,,roble,,,limón,,,2322821
fruta negra,mora,casis,frambuesa,fresa,,clavo de olor,,,2824306
fruta negra,mora,ciruela,vainilla,roble,chocolate,terroso,cuero,aceite balsámico,1177915
vainilla,roble,chocolate,ciruela,mora,fruta negra,cereza,frutos rojos,tofi,2272631
vainilla,roble,chocolate,ciruela,mermelada,frambuesa,cereza,frutos rojos,tofi,1837975
mora,ciruela,frutos rojos,roble,vainilla,chocolate,cuero,terroso,humo,1603076
mora,frambuesa,arándano,regaliz,pimienta,,terroso,carne de caza,,1844179
mora,ciruela,fruta negra,roble,vainilla,tabaco,terroso,cuero,humo,1478833
fresa,frutos rojos,cuero,mora,ciruela,arándano,roble,cedro,vainilla,1444598
ciruela,mora,frutos rojos,roble,tabaco,chocolate,cereza,frambuesa,fruta seca,2655286
roble,vainilla,chocolate,mora,arándano,ciruela,frambuesa,cereza,fruta seca,1937243
cereza,frambuesa,arándano,cuero,humo,suelo del bosque,mermelada,naranja,,1240515
frambuesa,frutos rojos,,suelo del bosque,carne,,mentol,canela,menta,3229989
cereza,frambuesa,fruta seca,cuero,terroso,hierro,roble,cedro,cigarro,1240540
cereza,frambuesa,fresa,roble,vainilla,cedro,humo,terroso,suelo del bosque,1543831
cereza,frutos rojos,tofi,roble,vainilla,chocolate,carne de caza,minerales,,779444
roble,vainilla,,zarzamora,algodón de azúcar,,cuero,terroso,,4926126
cereza,fresa,frambuesa,terroso,hongo,cuero,vainilla,roble,tabaco,1296061
cuero,humo,hongo,fruta negra,cereza negra,,fresa,cereza,frambuesa,1128976
frambuesa,fresa,cereza,cuero,ceniza,terroso,roble,vainilla,,1241013
frambuesa,cereza roja,,cuero,terroso,suelo del bosque,virutas,perfume,pétalo de rosa,100673
frambuesa,cereza,fresa,terroso,hongo,suelo del bosque,roble,cedro,vainilla,1219075
cereza,frutos rojos,tofi,terroso,minerales,cuero,roble,vainilla,tabaco,88182
fresa,frambuesa,cereza,cuero,minerales,hongo,roble,cedro,vainilla,79906
terroso,minerales,humo,frutos rojos,frambuesa,,frutos del bosque,mora,,2955557
cereza,frutos rojos,tofi,cuero,suelo del bosque,,roble,caramelo,chocolate,2145433
terroso,cuero,hongo,cereza,fresa,frambuesa,roble,tabaco,vainilla,53274
frambuesa,frutos rojos,,terroso,suelo del bosque,,roble,vainilla,cedro,98164
cereza,frambuesa,fruta seca,terroso,minerales,rosa seca,roble,vainilla,mantequilla,1100960
frambuesa,cereza,fresa,minerales,aceite balsámico,,fruta negra,mora,mermelada,3183806
cereza,frambuesa,fruta seca,terroso,humo,cuero,roble,vainilla,tabaco,1099127
fresa,cereza,frutos rojos,chocolate,roble,café,cereza negra,fruta negra,,3335442
roble,tabaco,vainilla,mora,casis,ciruela,cuero,terroso,hongo,1720306
cuero,hongo,terroso,cereza roja,cereza,fresa,canela,,,1586073
roble,,,polvo de vainilla,,,polvo de vainilla,,,9747616
ciruela,mora,cereza Bing,terroso,cuero,hongo,cereza,frambuesa,fruta seca,1611059
cuero,terroso,hongo,frambuesa,cereza roja,,perfume,virutas,rosa seca,2508101
suelo del bosque,humo,,cereza,fresa,frutos rojos,tabaco,café,café,1427144
frambuesa,cereza,fruta seca,aceite balsámico,suelo del bosque,,arándano,cereza negra,,1126851
cereza,frutos rojos,tofi,romero,mentol,piedra,frutos del bosque,mermelada,,9133097
cuero,cacao,terroso,cereza,cereza roja,fresa,cigarro,chocolate amargo,,1377641
frambuesa,cereza,cereza,terroso,minerales,humo,roble,café,tabaco,1128974
cereza negra,mora,,chocolate,clavo de olor,,arándano rojo deshidratado,,,4538065
cuero,humo,terroso,tabaco,roble,cedro,mora,ciruela,casis,2891538
fresa,cereza,frutos rojos,cuero,terroso,minerales,roble,tabaco,cedro,92263
frambuesa,frutos rojos,,hongo,humo,,rosa seca,almendra,vainilla,1691258
mora,cereza negra,casis,humo,carne de caza,cuero,frambuesa,cereza,arándano,1250371
mora,frutos del bosque,,roble,tabaco,vainilla,cereza,frutos rojos,uva,5373253
ceniza,cacao,terroso,chocolate,café,café,pimienta,salvia,,5529001
vainilla,roble,tabaco,cereza,frutos rojos,tofi,fruta negra,frutos del bosque,,2841429
roble,vainilla,tabaco,frutos rojos,cereza,rosa seca,humo,cacao,terroso,1216385
cereza,fresa madura,,tabaco,vainilla,,anís,bergamota,,5621373
roble,vainilla,chocolate,mora,ciruela,cereza Bing,cereza,fresa,fresa,1210158
terroso,sal,cuero,ciruela,casis,,cereza,frambuesa,fruta seca,2373181
roble,bebida cola,tabaco,fresa,frambuesa,frutos rojos,terroso,humo,cacao,8006271
roble,vainilla,tabaco,cereza,frutos rojos,tofi,ciruela,mora,fruta negra,49424
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,2600282
ciruela,mora,casis,roble,vainilla,tabaco,cereza,frambuesa,fruta seca,1158446
roble,vainilla,chocolate,cuero,terroso,humo,ciruela,fruta negra,mora,1567694
cereza,fresa,frambuesa,mora,arándano,ciruela,roble,tabaco,vainilla,8107970
roble,tabaco,vainilla,cereza,cereza roja,fresa,mora,fruta negra,ciruela,6263653
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12041434
vainilla,tabaco,chocolate,ciruela,mora,casis,cereza,,,7127854
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12144128
fruta negra,mora,arándano,frambuesa,frutos rojos,,chocolate,caramelo,café,5203938
arándano,mermelada,café,cereza,frambuesa,,mezcla de especias para vino caliente,,,4410652
mora,casis,ciruela,roble,vainilla,cedro,cuero,humo,,8453837
frutos rojos,frambuesa,,ciruela,frutos del bosque,,aceite balsámico,cuero,,6765730
mora,ciruela,fruta negra,roble,tabaco,chocolate,pimienta,regaliz,anís,84394
cereza negra,ciruela, ,roble,caramelo,vainilla,carne de caza,carne,,1153194
roble,vainilla,tabaco,casis,ciruela,mora,terroso,cuero,sal,84395
roble,vainilla,tabaco,cereza,frutos rojos,tofi,cuero,terroso,humo,1153105
terroso,hongo,,cereza,cereza roja,,ciruela,,,1213462
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,9681038
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,2155204
casis,,,polvo de vainilla,,,polvo de vainilla,,,6597133
cereza roja,,,pasas de uva negras,,,sandía,,,2362252
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,15832
hierbas secas,salvia,,cuero,,,roble,,,2410628
frambuesa,frutos rojos,,roble,vainilla,,queso,crema,,1142203
cereza,fresa,frambuesa,mora,ciruela,cereza Bing,vainilla,tabaco,cedro,3197554
arándano rojo,cereza, ,roble,,,polvo de vainilla,,,11295927
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1867054
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1159821
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,2593557
vainilla,roble,café,terroso,suelo del bosque,,cereza,frambuesa,fresa,1795732
frutos rojos,,,cítrico,,,polvo de vainilla,,,5937853
chocolate,tabaco,vainilla,cereza,frambuesa,fruta seca,cereza negra,ciruela, ,2357284
cereza,frambuesa,cereza,roble,pimienta de Jamaica,,mora,casis,ciruela,2305391
fresa,cereza,grosella roja,roble,vainilla,tabaco,mora,casis,fruta negra,2321919
roble,vainilla,chocolate,cereza,frutos rojos,tofi,canela,menta,pimienta,1615566
roble,vainilla,café,cereza,frutos rojos,rosa seca,mora,cereza negra,frambuesa,1193066
ciruela,mora,fruta negra,roble,tabaco,vainilla,frutos rojos,cereza,tofi,2650018
roble,vainilla,tabaco,mora,ciruela,arándano,cereza,frutos rojos,tofi,1135538
roble,,,cereza,fresa,,canela,,,5503855
ciruela,mora,casis,roble,vainilla,chocolate,cereza,frutos rojos,tofi,1377390
fresa,cereza,frutos rojos,mantequilla,café,tabaco,mora,fruta negra,arándano,7203772
roble,vainilla,tabaco,ciruela,fruta negra,mora,cereza,frutos rojos,tofi,51664
roble,vainilla,tabaco,cuero,terroso,aceite balsámico,cereza,frutos rojos,tofi,1129459
tabaco,roble,clavo de olor,cereza,arándano rojo, ,humo,aceite balsámico,,6407690
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12152395
roble,vainilla,tabaco,cereza,frutos rojos,tofi,mora,ciruela,frutos rojos,1367561
roble,vainilla,chocolate,ciruela,frutos del bosque,,cereza,frambuesa,fruta seca,1198159
cereza,algodón de azúcar,,caramelo,roble,,tomate,,,3966800
roble,vainilla,chocolate,ciruela,mora,casis,cereza,frutos rojos,tofi,5762573
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12217709
roble,vainilla,tabaco,ciruela,mora,cereza Bing,cuero,terroso,minerales,2554070
